target,source,flow,target_name,source_name,target_source
2830,325,10172.0,"CARQUINEZ ST, CALIFORNIA",ECUADOR,2830-325
2830,285,2029.0,"CARQUINEZ ST, CALIFORNIA",COLOMBIA,2830-285
2010,125,5971.0,"GRAMERCY, LOUISIANA",ALGERIA,2010-125
2101,190,1194.0,"PORT ARTHUR, TEXAS",BELGIUM,2101-190
2101,940,3223.0,"PORT ARTHUR, TEXAS",VENEZUELA,2101-940
2010,940,1424.0,"GRAMERCY, LOUISIANA",VENEZUELA,2010-940
2830,925,604.0,"CARQUINEZ ST, CALIFORNIA",UNITED KINGDOM,2830-925
5312,643,198.0,"CORPUS CHRIS, TEXAS",TURKMENISTAN,5312-643
701,260,661.0,"OGDENSBURG, NEW YORK",CANADA,701-260
110,260,65.0,"FORT KENT, MAINE",CANADA,110-260
1816,785,264.0,"PT CANAVERAL, FLORIDA",SAUDI ARABIA,1816-785
1816,670,199.0,"PT CANAVERAL, FLORIDA",NIGERIA,1816-670
1816,634,121.0,"PT CANAVERAL, FLORIDA",KAZAKHSTAN,1816-634
1816,455,439.0,"PT CANAVERAL, FLORIDA",INDIA,1816-455
1816,285,2361.0,"PT CANAVERAL, FLORIDA",COLOMBIA,1816-285
1816,280,345.0,"PT CANAVERAL, FLORIDA",CHINA,1816-280
1816,260,997.0,"PT CANAVERAL, FLORIDA",CANADA,1816-260
1816,940,314.0,"PT CANAVERAL, FLORIDA",VENEZUELA,1816-940
5310,595,6,"GALVESTON, TEXAS",MEXICO,5310-595
5310,465,18,"GALVESTON, TEXAS",IRAQ,5310-465
5310,260,6,"GALVESTON, TEXAS",CANADA,5310-260
1703,285,480.0,"SAVANNAH, GEORGIA",COLOMBIA,1703-285
1703,595,87,"SAVANNAH, GEORGIA",MEXICO,1703-595
1404,190,1,"RCHMD-PETERS, VIRGINIA",BELGIUM,1404-190
1801,910,118.0,"TAMPA, FLORIDA",UNITED ARAB EMIRATES,1801-910
2704,220,4128.0,"LOS ANGELES, CALIFORNIA",BRAZIL,2704-220
2704,232,8558.0,"LOS ANGELES, CALIFORNIA",BRUNEI,2704-232
1103,630,489.0,"WILMINGTON, DELAWARE",NETHERLANDS,1103-630
1101,630,505.0,"PHILADELPHIA, PENNSYLVANIA",NETHERLANDS,1101-630
1303,630,922.0,"BALTIMORE, MARYLAND",NETHERLANDS,1303-630
1003,285,4992.0,"NEWARK, NEW JERSEY",COLOMBIA,1003-285
4909,910,262.0,"SAN JUAN, PUERTO RICO",UNITED ARAB EMIRATES,4909-910
4912,260,33,"GUAYANILLA, PUERTO RICO",CANADA,4912-260
1003,340,7062.0,"NEWARK, NEW JERSEY",FINLAND,1003-340
2809,260,794.0,"SANFRANCISCO, CALIFORNIA",CANADA,2809-260
1601,670,55,"CHARLESTON, SOUTH CAROLINA",NIGERIA,1601-670
1003,275,346.0,"NEWARK, NEW JERSEY",CHILE,1003-275
5301,735,762.0,"HOUSTON, TEXAS",PORTUGAL,5301-735
5203,260,838.0,"PT EVERGLADE, FLORIDA",CANADA,5203-260
1803,670,121,"JACKSONVILLE, FLORIDA",NIGERIA,1803-670
5301,315,370.0,"HOUSTON, TEXAS",DENMARK,5301-315
2711,515,1438.0,"EL SEGUNDO, CALIFORNIA","KOREA, SOUTH",2711-515
2711,595,4622.0,"EL SEGUNDO, CALIFORNIA",MEXICO,2711-595
1903,190,7883.0,"PASCAGOULA, MISSISSIPPI",BELGIUM,1903-190
2017,285,7974.0,"LAKE CHARLES, LOUISIANA",COLOMBIA,2017-285
1703,220,111,"SAVANNAH, GEORGIA",BRAZIL,1703-220
1803,220,196,"JACKSONVILLE, FLORIDA",BRAZIL,1803-220
4908,332,722.0,"PONCE, PUERTO RICO",EQUATORIAL GUINEA,4908-332
2704,862,409.0,"LOS ANGELES, CALIFORNIA",TAIWAN,2704-862
2004,480,154.0,"BATON ROUGE, LOUISIANA",ITALY,2004-480
2004,850,320,"BATON ROUGE, LOUISIANA",SWEDEN,2004-850
2010,520,396.0,"GRAMERCY, LOUISIANA",KUWAIT,2010-520
2004,520,2238.0,"BATON ROUGE, LOUISIANA",KUWAIT,2004-520
2002,428,232.0,"NEW ORLEANS, LOUISIANA",GERMANY,2002-428
2101,465,479,"PORT ARTHUR, TEXAS",IRAQ,2101-465
5301,325,2535.0,"HOUSTON, TEXAS",ECUADOR,5301-325
5104,850,685.0,"CHRISTIANSTD, VIRGIN ISLANDS",SWEDEN,5104-850
5104,260,35,"CHRISTIANSTD, VIRGIN ISLANDS",CANADA,5104-260
1004,455,1207.0,"PERTH AMBOY, NEW JERSEY",INDIA,1004-455
5104,730,38,"CHRISTIANSTD, VIRGIN ISLANDS",POLAND,5104-730
5104,315,140,"CHRISTIANSTD, VIRGIN ISLANDS",DENMARK,5104-315
3203,685,18,"KAHULUI, HAWAII",NORWAY,3203-685
1004,630,1198.0,"PERTH AMBOY, NEW JERSEY",NETHERLANDS,1004-630
1001,285,770.0,"NEW YORK, NEW YORK",COLOMBIA,1001-285
1803,285,2826.0,"JACKSONVILLE, FLORIDA",COLOMBIA,1803-285
5203,285,483.0,"PT EVERGLADE, FLORIDA",COLOMBIA,5203-285
2301,580,38.0,"BROWNSVILLE, TEXAS",MALAYSIA,2301-580
1003,490,1702.0,"NEWARK, NEW JERSEY",JAPAN,1003-490
1003,280,282.0,"NEWARK, NEW JERSEY",CHINA,1003-280
5301,830,1897.0,"HOUSTON, TEXAS",SPAIN,5301-830
4909,220,237.0,"SAN JUAN, PUERTO RICO",BRAZIL,4909-220
1601,795,2.0,"CHARLESTON, SOUTH CAROLINA",SINGAPORE,1601-795
1001,428,48.0,"NEW YORK, NEW YORK",GERMANY,1001-428
2002,795,259.0,"NEW ORLEANS, LOUISIANA",SINGAPORE,2002-795
3608,260,6.0,"SUPERIOR, WISCONSIN",CANADA,3608-260
5312,220,431.0,"CORPUS CHRIS, TEXAS",BRAZIL,5312-220
5311,515,80.0,"FREEPORT, TEXAS","KOREA, SOUTH",5311-515
2004,515,1380.0,"BATON ROUGE, LOUISIANA","KOREA, SOUTH",2004-515
2004,490,855.0,"BATON ROUGE, LOUISIANA",JAPAN,2004-490
5311,490,56.0,"FREEPORT, TEXAS",JAPAN,5311-490
5301,245,247,"HOUSTON, TEXAS",BULGARIA,5301-245
5306,415,2204.0,"TEXAS CITY, TEXAS",GUATEMALA,5306-415
2001,285,891.0,"MORGAN CITY, LOUISIANA",COLOMBIA,2001-285
1303,830,335.0,"BALTIMORE, MARYLAND",SPAIN,1303-830
1102,634,1052.0,"CHESTER, PENNSYLVANIA",KAZAKHSTAN,1102-634
1103,634,7790.0,"WILMINGTON, DELAWARE",KAZAKHSTAN,1103-634
1102,260,450,"CHESTER, PENNSYLVANIA",CANADA,1102-260
5310,785,367.0,"GALVESTON, TEXAS",SAUDI ARABIA,5310-785
2104,785,34299.0,"BEAUMONT, TEXAS",SAUDI ARABIA,2104-785
2809,795,954.0,"SANFRANCISCO, CALIFORNIA",SINGAPORE,2809-795
1003,850,637.0,"NEWARK, NEW JERSEY",SWEDEN,1003-850
3201,835,1204.0,"HONOLU/PEARL, HAWAII",SOUTH SUDAN,3201-835
3201,805,9073.0,"HONOLU/PEARL, HAWAII",RUSSIA,3201-805
2002,595,8852.0,"NEW ORLEANS, LOUISIANA",MEXICO,2002-595
5301,855,6.0,"HOUSTON, TEXAS",SWITZERLAND,5301-855
1101,125,4125.0,"PHILADELPHIA, PENNSYLVANIA",ALGERIA,1101-125
1703,515,193.0,"SAVANNAH, GEORGIA","KOREA, SOUTH",1703-515
2704,455,289,"LOS ANGELES, CALIFORNIA",INDIA,2704-455
2809,220,1530.0,"SANFRANCISCO, CALIFORNIA",BRAZIL,2809-220
1003,470,380.0,"NEWARK, NEW JERSEY",IRELAND,1003-470
1003,257,503.0,"NEWARK, NEW JERSEY",CAMEROON,1003-257
3819,260,44.0,"DETOUR, MICHIGAN",CANADA,3819-260
131,685,192,"PORTSMOUTH, NEW HAMPSHIRE",NORWAY,131-685
2004,785,653.0,"BATON ROUGE, LOUISIANA",SAUDI ARABIA,2004-785
2002,747,250.0,"NEW ORLEANS, LOUISIANA",QATAR,2002-747
5301,720,724.0,"HOUSTON, TEXAS",PERU,5301-720
1003,630,7695.0,"NEWARK, NEW JERSEY",NETHERLANDS,1003-630
2704,630,2501.0,"LOS ANGELES, CALIFORNIA",NETHERLANDS,2704-630
412,260,4949.0,"NEW HAVEN, CONNECTICUT",CANADA,412-260
3201,731,490.0,"HONOLU/PEARL, HAWAII",MARSHALL ISLANDS,3201-731
3201,710,1519.0,"HONOLU/PEARL, HAWAII",PANAMA,3201-710
1401,630,127.0,"NORFOLK, VIRGINIA",NETHERLANDS,1401-630
2833,260,3.0,"RENO, NEVADA",CANADA,2833-260
4912,332,397.0,"GUAYANILLA, PUERTO RICO",EQUATORIAL GUINEA,4912-332
5301,905,2292.0,"HOUSTON, TEXAS",TURKEY,5301-905
3001,260,326.0,"SEATTLE, WASHINGTON",CANADA,3001-260
4909,795,14.0,"SAN JUAN, PUERTO RICO",SINGAPORE,4909-795
4908,795,4,"PONCE, PUERTO RICO",SINGAPORE,4908-795
4908,910,41,"PONCE, PUERTO RICO",UNITED ARAB EMIRATES,4908-910
4908,515,6,"PONCE, PUERTO RICO","KOREA, SOUTH",4908-515
4909,515,380.0,"SAN JUAN, PUERTO RICO","KOREA, SOUTH",4909-515
4909,455,1031.0,"SAN JUAN, PUERTO RICO",INDIA,4909-455
2001,150,1024.0,"MORGAN CITY, LOUISIANA",ARGENTINA,2001-150
1004,260,2027.0,"PERTH AMBOY, NEW JERSEY",CANADA,1004-260
1004,925,893.0,"PERTH AMBOY, NEW JERSEY",UNITED KINGDOM,1004-925
2830,260,1002.0,"CARQUINEZ ST, CALIFORNIA",CANADA,2830-260
2830,520,8676.0,"CARQUINEZ ST, CALIFORNIA",KUWAIT,2830-520
5203,515,1625.0,"PT EVERGLADE, FLORIDA","KOREA, SOUTH",5203-515
1801,515,1048.0,"TAMPA, FLORIDA","KOREA, SOUTH",1801-515
5312,480,549.0,"CORPUS CHRIS, TEXAS",ITALY,5312-480
2010,480,591.0,"GRAMERCY, LOUISIANA",ITALY,2010-480
5312,910,1818.0,"CORPUS CHRIS, TEXAS",UNITED ARAB EMIRATES,5312-910
5306,285,1857.0,"TEXAS CITY, TEXAS",COLOMBIA,5306-285
2010,290,173,"GRAMERCY, LOUISIANA",CONGO (BRAZZAVILLE),2010-290
1816,830,210.0,"PT CANAVERAL, FLORIDA",SPAIN,1816-830
1003,449,69,"NEWARK, NEW JERSEY",LATVIA,1003-449
1003,515,1012.0,"NEWARK, NEW JERSEY","KOREA, SOUTH",1003-515
1816,515,4385.0,"PT CANAVERAL, FLORIDA","KOREA, SOUTH",1816-515
1601,595,39,"CHARLESTON, SOUTH CAROLINA",MEXICO,1601-595
1101,850,303.0,"PHILADELPHIA, PENNSYLVANIA",SWEDEN,1101-850
1601,285,598.0,"CHARLESTON, SOUTH CAROLINA",COLOMBIA,1601-285
1601,940,21,"CHARLESTON, SOUTH CAROLINA",VENEZUELA,1601-940
1404,260,1,"RCHMD-PETERS, VIRGINIA",CANADA,1404-260
2820,150,1862.0,"MARTINEZ, CALIFORNIA",ARGENTINA,2820-150
2820,232,3299.0,"MARTINEZ, CALIFORNIA",BRUNEI,2820-232
1703,428,301.0,"SAVANNAH, GEORGIA",GERMANY,1703-428
412,428,157.0,"NEW HAVEN, CONNECTICUT",GERMANY,412-428
1501,428,76.0,"WILMINGTON, NORTH CAROLINA",GERMANY,1501-428
1103,850,23,"WILMINGTON, DELAWARE",SWEDEN,1103-850
4909,428,26.0,"SAN JUAN, PUERTO RICO",GERMANY,4909-428
1101,350,145.0,"PHILADELPHIA, PENNSYLVANIA",FRANCE,1101-350
1103,350,276.0,"WILMINGTON, DELAWARE",FRANCE,1103-350
1501,830,140.0,"WILMINGTON, NORTH CAROLINA",SPAIN,1501-830
5312,735,137,"CORPUS CHRIS, TEXAS",PORTUGAL,5312-735
3005,285,600.0,"BELLINGHAM, WASHINGTON",COLOMBIA,3005-285
1003,480,2489.0,"NEWARK, NEW JERSEY",ITALY,1003-480
5301,485,284.0,"HOUSTON, TEXAS",COTE D'IVOIRE (IVORY COAST),5301-485
2812,465,12229.0,"RICHMOND, CALIFORNIA",IRAQ,2812-465
2812,875,109,"RICHMOND, CALIFORNIA",THAILAND,2812-875
1903,285,5501.0,"PASCAGOULA, MISSISSIPPI",COLOMBIA,1903-285
1903,805,4322.0,"PASCAGOULA, MISSISSIPPI",RUSSIA,1903-805
2711,465,3334.0,"EL SEGUNDO, CALIFORNIA",IRAQ,2711-465
2711,485,158,"EL SEGUNDO, CALIFORNIA",COTE D'IVOIRE (IVORY COAST),2711-485
2812,160,202,"RICHMOND, CALIFORNIA",AUSTRALIA,2812-160
2812,285,702.0,"RICHMOND, CALIFORNIA",COLOMBIA,2812-285
2711,260,201,"EL SEGUNDO, CALIFORNIA",CANADA,2711-260
2017,220,5197.0,"LAKE CHARLES, LOUISIANA",BRAZIL,2017-220
2017,887,2545.0,"LAKE CHARLES, LOUISIANA",TRINIDAD AND TOBAGO,2017-887
2017,922,1002.0,"LAKE CHARLES, LOUISIANA",EGYPT,2017-922
2001,260,1004.0,"MORGAN CITY, LOUISIANA",CANADA,2001-260
2002,125,400.0,"NEW ORLEANS, LOUISIANA",ALGERIA,2002-125
5104,735,63,"CHRISTIANSTD, VIRGIN ISLANDS",PORTUGAL,5104-735
4908,485,28,"PONCE, PUERTO RICO",COTE D'IVOIRE (IVORY COAST),4908-485
1004,805,3938.0,"PERTH AMBOY, NEW JERSEY",RUSSIA,1004-805
1102,145,150,"CHESTER, PENNSYLVANIA",ANGOLA,1102-145
1101,145,50,"PHILADELPHIA, PENNSYLVANIA",ANGOLA,1101-145
1101,830,1503.0,"PHILADELPHIA, PENNSYLVANIA",SPAIN,1101-830
4908,260,190.0,"PONCE, PUERTO RICO",CANADA,4908-260
3203,150,70.0,"KAHULUI, HAWAII",ARGENTINA,3203-150
1004,685,356.0,"PERTH AMBOY, NEW JERSEY",NORWAY,1004-685
1004,480,247.0,"PERTH AMBOY, NEW JERSEY",ITALY,1004-480
5201,180,241.0,"MIAMI, FLORIDA","BAHAMAS, THE",5201-180
2301,490,16,"BROWNSVILLE, TEXAS",JAPAN,2301-490
3201,580,256.0,"HONOLU/PEARL, HAWAII",MALAYSIA,3201-580
1303,350,13,"BALTIMORE, MARYLAND",FRANCE,1303-350
2828,580,1,"SAN JOAQUIN, CALIFORNIA",MALAYSIA,2828-580
1101,400,86.0,"PHILADELPHIA, PENNSYLVANIA",GREECE,1101-400
1501,260,251.0,"WILMINGTON, NORTH CAROLINA",CANADA,1501-260
1105,260,652.0,"PAULSBORO, NEW JERSEY",CANADA,1105-260
410,260,271.0,"BRIDGEPORT, CONNECTICUT",CANADA,410-260
2004,220,180.0,"BATON ROUGE, LOUISIANA",BRAZIL,2004-220
2013,805,795.0,"ST ROSE, LOUISIANA",RUSSIA,2013-805
3101,260,60.0,"JUNEAU, ALASKA",CANADA,3101-260
2104,887,521,"BEAUMONT, TEXAS",TRINIDAD AND TOBAGO,2104-887
5203,480,26,"PT EVERGLADE, FLORIDA",ITALY,5203-480
5203,940,21.0,"PT EVERGLADE, FLORIDA",VENEZUELA,5203-940
5301,340,665.0,"HOUSTON, TEXAS",FINLAND,5301-340
2002,887,1577.0,"NEW ORLEANS, LOUISIANA",TRINIDAD AND TOBAGO,2002-887
1103,830,845.0,"WILMINGTON, DELAWARE",SPAIN,1103-830
2002,285,5644.0,"NEW ORLEANS, LOUISIANA",COLOMBIA,2002-285
1101,315,4411.0,"PHILADELPHIA, PENNSYLVANIA",DENMARK,1101-315
1101,220,636.0,"PHILADELPHIA, PENNSYLVANIA",BRAZIL,1101-220
5311,925,1160.0,"FREEPORT, TEXAS",UNITED KINGDOM,5311-925
2829,805,423.0,"SANPABLO BAY, CALIFORNIA",RUSSIA,2829-805
2001,670,1561.0,"MORGAN CITY, LOUISIANA",NIGERIA,2001-670
2809,325,402.0,"SANFRANCISCO, CALIFORNIA",ECUADOR,2809-325
2709,220,226.0,"LONG BEACH, CALIFORNIA",BRAZIL,2709-220
2827,220,997.0,"SELBY, CALIFORNIA",BRAZIL,2827-220
1003,685,7917.0,"NEWARK, NEW JERSEY",NORWAY,1003-685
5301,795,383.0,"HOUSTON, TEXAS",SINGAPORE,5301-795
2301,747,194.0,"BROWNSVILLE, TEXAS",QATAR,2301-747
3010,490,559.0,"ANACORTES, WASHINGTON",JAPAN,3010-490
2901,260,7,"ASTORIA, OREGON",CANADA,2901-260
3106,260,1,"DALTON CACHE, ALASKA",CANADA,3106-260
4912,887,157.0,"GUAYANILLA, PUERTO RICO",TRINIDAD AND TOBAGO,4912-887
4909,850,63.0,"SAN JUAN, PUERTO RICO",SWEDEN,4909-850
2101,220,1180.0,"PORT ARTHUR, TEXAS",BRAZIL,2101-220
2830,910,88.0,"CARQUINEZ ST, CALIFORNIA",UNITED ARAB EMIRATES,2830-910
5301,850,528.0,"HOUSTON, TEXAS",SWEDEN,5301-850
1801,785,190.0,"TAMPA, FLORIDA",SAUDI ARABIA,1801-785
2002,260,703.0,"NEW ORLEANS, LOUISIANA",CANADA,2002-260
2830,805,3102.0,"CARQUINEZ ST, CALIFORNIA",RUSSIA,2830-805
2704,925,1427.0,"LOS ANGELES, CALIFORNIA",UNITED KINGDOM,2704-925
2830,720,608.0,"CARQUINEZ ST, CALIFORNIA",PERU,2830-720
2002,520,1272.0,"NEW ORLEANS, LOUISIANA",KUWAIT,2002-520
2830,515,123,"CARQUINEZ ST, CALIFORNIA","KOREA, SOUTH",2830-515
5312,922,10075.0,"CORPUS CHRIS, TEXAS",EGYPT,5312-922
107,260,6,"FT FAIRFIELD, MAINE",CANADA,107-260
1816,925,578.0,"PT CANAVERAL, FLORIDA",UNITED KINGDOM,1816-925
5203,925,4,"PT EVERGLADE, FLORIDA",UNITED KINGDOM,5203-925
5203,850,100.0,"PT EVERGLADE, FLORIDA",SWEDEN,5203-850
1816,850,81.0,"PT CANAVERAL, FLORIDA",SWEDEN,1816-850
5203,805,79.0,"PT EVERGLADE, FLORIDA",RUSSIA,5203-805
1816,805,992.0,"PT CANAVERAL, FLORIDA",RUSSIA,1816-805
1816,735,838.0,"PT CANAVERAL, FLORIDA",PORTUGAL,1816-735
1816,685,194.0,"PT CANAVERAL, FLORIDA",NORWAY,1816-685
1816,630,1114.0,"PT CANAVERAL, FLORIDA",NETHERLANDS,1816-630
5203,190,29,"PT EVERGLADE, FLORIDA",BELGIUM,5203-190
1816,350,50.0,"PT CANAVERAL, FLORIDA",FRANCE,1816-350
5203,350,9,"PT EVERGLADE, FLORIDA",FRANCE,5203-350
1703,190,144.0,"SAVANNAH, GEORGIA",BELGIUM,1703-190
1816,190,41.0,"PT CANAVERAL, FLORIDA",BELGIUM,1816-190
3126,805,464.0,"ANCHORAGE, ALASKA",RUSSIA,3126-805
2704,805,2913.0,"LOS ANGELES, CALIFORNIA",RUSSIA,2704-805
2820,145,2810.0,"MARTINEZ, CALIFORNIA",ANGOLA,2820-145
2704,145,2942.0,"LOS ANGELES, CALIFORNIA",ANGOLA,2704-145
2820,391,3,"MARTINEZ, CALIFORNIA",GHANA,2820-391
2704,670,10303.0,"LOS ANGELES, CALIFORNIA",NIGERIA,2704-670
3010,805,747.0,"ANACORTES, WASHINGTON",RUSSIA,3010-805
4912,400,104.0,"GUAYANILLA, PUERTO RICO",GREECE,4912-400
1409,830,34,"CHARLESTON, WEST VIRGINIA",SPAIN,1409-830
5312,455,624.0,"CORPUS CHRIS, TEXAS",INDIA,5312-455
3005,830,325,"BELLINGHAM, WASHINGTON",SPAIN,3005-830
1803,922,138.0,"JACKSONVILLE, FLORIDA",EGYPT,1803-922
2002,805,1844.0,"NEW ORLEANS, LOUISIANA",RUSSIA,2002-805
2812,805,1936.0,"RICHMOND, CALIFORNIA",RUSSIA,2812-805
2812,515,894.0,"RICHMOND, CALIFORNIA","KOREA, SOUTH",2812-515
1903,485,578.0,"PASCAGOULA, MISSISSIPPI",COTE D'IVOIRE (IVORY COAST),1903-485
2711,220,8826.0,"EL SEGUNDO, CALIFORNIA",BRAZIL,2711-220
1601,630,1823.0,"CHARLESTON, SOUTH CAROLINA",NETHERLANDS,1601-630
1803,630,2394.0,"JACKSONVILLE, FLORIDA",NETHERLANDS,1803-630
1803,905,150,"JACKSONVILLE, FLORIDA",TURKEY,1803-905
1703,630,1749.0,"SAVANNAH, GEORGIA",NETHERLANDS,1703-630
2010,887,360,"GRAMERCY, LOUISIANA",TRINIDAD AND TOBAGO,2010-887
502,685,494.0,"PROVIDENCE, RHODE ISLAND",NORWAY,502-685
2704,685,73.0,"LOS ANGELES, CALIFORNIA",NORWAY,2704-685
2101,685,219,"PORT ARTHUR, TEXAS",NORWAY,2101-685
2004,634,216,"BATON ROUGE, LOUISIANA",KAZAKHSTAN,2004-634
502,428,3.0,"PROVIDENCE, RHODE ISLAND",GERMANY,502-428
2704,190,721.0,"LOS ANGELES, CALIFORNIA",BELGIUM,2704-190
502,190,694.0,"PROVIDENCE, RHODE ISLAND",BELGIUM,502-190
502,925,1071.0,"PROVIDENCE, RHODE ISLAND",UNITED KINGDOM,502-925
4908,850,465.0,"PONCE, PUERTO RICO",SWEDEN,4908-850
4908,125,817.0,"PONCE, PUERTO RICO",ALGERIA,4908-125
3204,320,40.0,"NAWILIWV-POR, HAWAII",DOMINICAN REPUBLIC,3204-320
3201,320,99.0,"HONOLU/PEARL, HAWAII",DOMINICAN REPUBLIC,3201-320
3202,320,77.0,"HILO, HAWAII",DOMINICAN REPUBLIC,3202-320
1118,805,162,"MARCUS HOOK, PENNSYLVANIA",RUSSIA,1118-805
1601,190,108.0,"CHARLESTON, SOUTH CAROLINA",BELGIUM,1601-190
2010,630,826.0,"GRAMERCY, LOUISIANA",NETHERLANDS,2010-630
5301,634,455.0,"HOUSTON, TEXAS",KAZAKHSTAN,5301-634
2001,922,120,"MORGAN CITY, LOUISIANA",EGYPT,2001-922
5306,257,290,"TEXAS CITY, TEXAS",CAMEROON,5306-257
2010,145,1247.0,"GRAMERCY, LOUISIANA",ANGOLA,2010-145
1102,125,644,"CHESTER, PENNSYLVANIA",ALGERIA,1102-125
1103,125,251,"WILMINGTON, DELAWARE",ALGERIA,1103-125
5310,805,261,"GALVESTON, TEXAS",RUSSIA,5310-805
2104,805,1721.0,"BEAUMONT, TEXAS",RUSSIA,2104-805
2002,888,182.0,"NEW ORLEANS, LOUISIANA",OMAN,2002-888
2101,888,229.0,"PORT ARTHUR, TEXAS",OMAN,2101-888
2002,630,609.0,"NEW ORLEANS, LOUISIANA",NETHERLANDS,2002-630
1101,428,26.0,"PHILADELPHIA, PENNSYLVANIA",GERMANY,1101-428
1103,428,34,"WILMINGTON, DELAWARE",GERMANY,1103-428
1101,550,1053,"PHILADELPHIA, PENNSYLVANIA",LIBYA,1101-550
1101,634,3181.0,"PHILADELPHIA, PENNSYLVANIA",KAZAKHSTAN,1101-634
2704,875,28,"LOS ANGELES, CALIFORNIA",THAILAND,2704-875
2704,850,737,"LOS ANGELES, CALIFORNIA",SWEDEN,2704-850
2809,805,2360.0,"SANFRANCISCO, CALIFORNIA",RUSSIA,2809-805
3009,670,623.0,"SUMAS, WASHINGTON",NIGERIA,3009-670
2809,670,3387.0,"SANFRANCISCO, CALIFORNIA",NIGERIA,2809-670
2809,634,217.0,"SANFRANCISCO, CALIFORNIA",KAZAKHSTAN,2809-634
2017,325,4356.0,"LAKE CHARLES, LOUISIANA",ECUADOR,2017-325
2704,280,1620.0,"LOS ANGELES, CALIFORNIA",CHINA,2704-280
5301,257,658,"HOUSTON, TEXAS",CAMEROON,5301-257
2820,685,30,"MARTINEZ, CALIFORNIA",NORWAY,2820-685
2820,480,88,"MARTINEZ, CALIFORNIA",ITALY,2820-480
412,925,1524.0,"NEW HAVEN, CONNECTICUT",UNITED KINGDOM,412-925
2001,520,1161.0,"MORGAN CITY, LOUISIANA",KUWAIT,2001-520
5301,910,47.0,"HOUSTON, TEXAS",UNITED ARAB EMIRATES,5301-910
3201,435,889.0,"HONOLU/PEARL, HAWAII",HONG KONG,3201-435
2007,850,2.0,"NASHVILLE, TENNESSEE",SWEDEN,2007-850
1601,850,2,"CHARLESTON, SOUTH CAROLINA",SWEDEN,1601-850
2002,490,11,"NEW ORLEANS, LOUISIANA",JAPAN,2002-490
5301,280,414.0,"HOUSTON, TEXAS",CHINA,5301-280
2010,850,140,"GRAMERCY, LOUISIANA",SWEDEN,2010-850
2101,830,760.0,"PORT ARTHUR, TEXAS",SPAIN,2101-830
2830,220,2966.0,"CARQUINEZ ST, CALIFORNIA",BRAZIL,2830-220
5306,260,2991.0,"TEXAS CITY, TEXAS",CANADA,5306-260
2101,550,91,"PORT ARTHUR, TEXAS",LIBYA,2101-550
2010,550,207,"GRAMERCY, LOUISIANA",LIBYA,2010-550
2809,515,1258.0,"SANFRANCISCO, CALIFORNIA","KOREA, SOUTH",2809-515
2002,465,5056.0,"NEW ORLEANS, LOUISIANA",IRAQ,2002-465
2010,285,998.0,"GRAMERCY, LOUISIANA",COLOMBIA,2010-285
5312,260,80,"CORPUS CHRIS, TEXAS",CANADA,5312-260
1821,805,70,"PORT MANATEE, FLORIDA",RUSSIA,1821-805
1821,285,22,"PORT MANATEE, FLORIDA",COLOMBIA,1821-285
1821,260,5,"PORT MANATEE, FLORIDA",CANADA,1821-260
1821,910,20,"PORT MANATEE, FLORIDA",UNITED ARAB EMIRATES,1821-910
1821,220,1,"PORT MANATEE, FLORIDA",BRAZIL,1821-220
2801,670,630,"SAN FRAN INT AP, CALIFORNIA",NIGERIA,2801-670
2801,805,495,"SAN FRAN INT AP, CALIFORNIA",RUSSIA,2801-805
1303,400,258.0,"BALTIMORE, MARYLAND",GREECE,1303-400
101,400,33,"PORTLAND, MAINE",GREECE,101-400
1501,400,102.0,"WILMINGTON, NORTH CAROLINA",GREECE,1501-400
1003,862,722.0,"NEWARK, NEW JERSEY",TAIWAN,1003-862
5301,451,325,"HOUSTON, TEXAS",LITHUANIA,5301-451
1803,260,1114.0,"JACKSONVILLE, FLORIDA",CANADA,1803-260
2704,428,328,"LOS ANGELES, CALIFORNIA",GERMANY,2704-428
1003,315,350.0,"NEWARK, NEW JERSEY",DENMARK,1003-315
3005,340,164,"BELLINGHAM, WASHINGTON",FINLAND,3005-340
2711,190,325.0,"EL SEGUNDO, CALIFORNIA",BELGIUM,2711-190
5203,830,254.0,"PT EVERGLADE, FLORIDA",SPAIN,5203-830
1903,887,4046.0,"PASCAGOULA, MISSISSIPPI",TRINIDAD AND TOBAGO,1903-887
1903,670,1945.0,"PASCAGOULA, MISSISSIPPI",NIGERIA,1903-670
1901,465,7802.0,"MOBILE, ALABAMA",IRAQ,1901-465
2711,480,722.0,"EL SEGUNDO, CALIFORNIA",ITALY,2711-480
1903,925,2455.0,"PASCAGOULA, MISSISSIPPI",UNITED KINGDOM,1903-925
1903,922,2876.0,"PASCAGOULA, MISSISSIPPI",EGYPT,1903-922
2711,160,196,"EL SEGUNDO, CALIFORNIA",AUSTRALIA,2711-160
5203,595,738.0,"PT EVERGLADE, FLORIDA",MEXICO,5203-595
5312,887,3796.0,"CORPUS CHRIS, TEXAS",TRINIDAD AND TOBAGO,5312-887
2017,332,663,"LAKE CHARLES, LOUISIANA",EQUATORIAL GUINEA,2017-332
206,260,73.0,"BEECHERFALLS, VERMONT",CANADA,206-260
2904,925,71,"PORTLAND, OREGON",UNITED KINGDOM,2904-925
2904,190,212.0,"PORTLAND, OREGON",BELGIUM,2904-190
502,735,689.0,"PROVIDENCE, RHODE ISLAND",PORTUGAL,502-735
